Wall time,Step,Value
1605877948.376625,42,1.2720080614089966
1605877949.79073,45,1.2887130975723267
1605877962.296903,71,0.6706517934799194
1605877973.387509,94,0.3877300024032593
1605878009.415373,167,0.30552661418914795
1605878040.637192,229,0.33055442571640015
1605878043.158505,234,0.5277430415153503
1605878053.654746,255,0.26651445031166077
1605878062.753985,273,0.06727589666843414
1605878080.185857,308,0.30228284001350403
1605878081.204085,310,0.09204567968845367
1605878085.241537,318,0.33865779638290405
1605878163.668627,474,0.07811985164880753
1605878194.460868,536,0.029367730021476746
1605878216.126337,579,0.03571747988462448
1605878219.581728,586,0.06590288877487183
1605878243.360218,634,0.4973289668560028
1605878249.879383,647,0.0174602959305048
1605878261.765534,671,0.033907413482666016
1605878283.138198,714,0.03935885429382324
1605878287.176614,722,0.06585635989904404
1605878318.396416,785,0.015711482614278793
1605878326.854526,802,0.04185977950692177
1605878329.826624,808,0.025689758360385895
1605878343.586309,836,0.7511053681373596
1605878410.628452,971,0.2914770841598511
1605878431.910699,1014,0.8712607622146606
1605878457.716174,1066,0.7455661296844482
1605878476.55775,1104,0.1865549087524414
1605878514.186368,1180,0.3314080834388733
1605878554.439934,1261,0.015558440238237381
1605878581.630449,1316,0.37226420640945435
1605878583.119772,1319,0.01677178032696247
1605878590.035472,1333,0.34174588322639465
1605878591.97746,1337,0.030571557581424713
1605878615.834192,1385,0.04267960041761398
1605878619.338931,1392,0.021454038098454475
1605878641.150974,1436,0.1773834526538849
1605878656.018936,1466,1.8624821901321411
1605878684.195316,1523,0.4901072382926941
1605878698.624146,1552,0.2213221788406372
1605878706.513159,1568,0.51405930519104
1605878714.540928,1584,0.14762304723262787
1605878767.733205,1691,0.5654927492141724
1605878788.924744,1734,0.02957955375313759
1605878790.391727,1737,0.036210931837558746
1605878843.458073,1844,0.29704105854034424
1605878854.373828,1866,0.1644781231880188
1605878859.81757,1877,0.3585582673549652
1605878879.737482,1917,0.06155596300959587
1605878888.188139,1934,0.015460142865777016
1605878894.669307,1947,0.2983435094356537
1605878939.03301,2036,0.21846038103103638
1605878968.986638,2096,0.03810630738735199
1605879014.076939,2187,0.6023264527320862
1605879020.007083,2199,0.5531162619590759
1605879035.794712,2231,0.17838802933692932
1605879051.258565,2262,0.5724973678588867
1605879073.718101,2307,0.1994915008544922
1605879114.352854,2389,0.06181728467345238
1605879137.692745,2436,0.45653972029685974
1605879146.023852,2453,0.16896751523017883
1605879147.005697,2455,0.2721608281135559
1605879149.494463,2460,0.2717282772064209
1605879161.903612,2485,0.5462952852249146
1605879162.386519,2486,0.9119433164596558
1605879168.378386,2498,0.5938330888748169
1605879170.882891,2503,0.6287854313850403
1605879185.629309,2532,0.0177085492759943
1605879193.151944,2547,0.42476046085357666
1605879262.4473,2685,0.34520989656448364
1605879290.033621,2740,2.3447635173797607
1605879404.082246,2967,0.11747004836797714
1605879439.912085,3038,0.8140127658843994
1605879441.420968,3041,0.35840660333633423
1605879502.52651,3161,0.5141416192054749
1605879537.640089,3230,0.334246426820755
1605879544.713397,3244,0.5142082571983337
1605879545.7151,3246,0.3325105905532837
1605879546.210036,3247,0.2867904007434845
1605879575.491281,3305,1.144045352935791
1605879664.073596,3480,0.5849080681800842
1605879734.09874,3618,0.44781795144081116
1605879735.069002,3620,0.20869438350200653
1605879760.425865,3670,0.7696495056152344
1605879796.260905,3741,0.060342028737068176
1605879822.662715,3793,0.6214727759361267
1605879833.224481,3814,0.20431499183177948
1605879836.71247,3821,0.17331330478191376
1605879890.339323,3928,0.2570478022098541
1605879904.336718,3956,0.40202945470809937
1605879918.478287,3984,0.9189762473106384
1605879944.643251,4036,0.11809037625789642
1605879975.861709,4098,0.6922465562820435
1605880025.196496,4196,1.0846011638641357
1605880040.786596,4227,0.04857727885246277
1605880043.277971,4232,0.8554781079292297
1605880085.965043,4317,0.18215350806713104
1605880087.004622,4319,1.2152336835861206
1605880127.410093,4400,0.4141589403152466
1605880175.182771,4492,0.6158225536346436
1605880183.742828,4509,0.4030119478702545
1605880194.354334,4530,0.49430763721466064
1605880261.759834,4664,0.13859546184539795
1605880263.745749,4668,0.42146289348602295
1605880267.880919,4676,0.6602112650871277
1605880324.467509,4788,0.15544292330741882
1605880331.361474,4802,0.13746093213558197
1605880350.513607,4840,0.585996150970459
1605880356.550767,4852,0.4471704363822937
1605880377.605531,4894,0.4461539387702942
1605880416.259628,4971,0.3355010151863098
1605880456.444531,5050,0.6335644721984863
1605880457.501352,5052,1.0327893495559692
1605880484.829379,5106,0.5401559472084045
1605880498.887113,5134,0.1347946971654892
1605880551.736683,5239,1.012523889541626
1605880604.53229,5345,0.20798784494400024
1605880611.494077,5359,0.2771913707256317
1605880642.022636,5420,0.8735044598579407
1605880706.225438,5549,0.03258071839809418
1605880770.539114,5679,0.02838863804936409
1605880792.230879,5723,0.4602125883102417
1605880834.425821,5808,0.3360905945301056
1605880844.401104,5828,0.27896538376808167
1605880862.305495,5864,0.43122896552085876
1605880865.737705,5871,0.8473555445671082
1605880883.662545,5907,0.4665820896625519
1605880894.170869,5928,0.039361611008644104
1605880925.185394,5990,0.0442068837583065
1605880935.140927,6010,0.35020723938941956
1605880990.21552,6121,0.29225993156433105
1605880995.22017,6131,0.24707549810409546
1605881029.581727,6200,0.19313964247703552
1605881035.983168,6213,0.7939990758895874
1605881038.933047,6219,0.24807953834533691
1605881073.549898,6289,0.07820424437522888
1605881084.844336,6312,0.9808624386787415
1605881116.649328,6376,0.015559022314846516
1605881188.189735,6520,0.4557034373283386
1605881214.9169,6574,0.3022994101047516
1605881229.208627,6603,0.008960326202213764
1605881256.004697,6657,0.467272013425827
1605881275.249322,6696,0.500601053237915
1605881276.73066,6699,0.07313959300518036
1605881282.681044,6711,0.26633381843566895
1605881298.138224,6742,0.37226104736328125
1605881354.170498,6854,0.04634306579828262
1605881409.968104,6966,0.3052029609680176
1605881423.038915,6992,0.00924320425838232
1605881479.936439,7106,0.30109038949012756
1605881483.923557,7114,0.5311469435691833
1605881504.353159,7155,0.2196177840232849
1605881550.585167,7247,0.8005689978599548
1605881582.944979,7311,0.7099833488464355
1605881607.216059,7359,0.5025542378425598
1605881618.82562,7382,0.18557490408420563
1605881652.988211,7450,0.6379472613334656
1605881657.981247,7460,0.5367878675460815
1605881659.483944,7463,0.59819096326828
1605881666.972755,7478,0.4694255292415619
1605881683.512139,7511,0.3150029480457306
1605881775.389827,7693,0.23181980848312378
1605881809.488879,7760,0.605640709400177
1605881823.907247,7788,0.17208506166934967
1605881828.959107,7798,1.0125411748886108
1605881846.837598,7833,0.45997190475463867
1605881926.508615,7991,0.7636500597000122
1605881964.035608,8066,0.9514042139053345
1605882021.550534,8180,0.49384284019470215
1605882042.439691,8221,0.43086740374565125
1605882114.49976,8363,0.35116270184516907
1605882117.003843,8368,0.9101471304893494
1605882121.625782,8377,1.067862868309021
1605882168.282683,8470,0.9926676154136658
1605882182.379595,8498,0.36986854672431946
1605882187.342075,8508,0.36848148703575134
1605882234.255102,8601,0.2067723274230957
1605882251.407598,8635,0.4188435971736908
1605882281.563515,8695,0.909432590007782
1605882373.192602,8878,0.331415593624115
1605882386.108797,8904,0.11618293076753616
1605882387.583139,8907,0.3707769215106964
1605882397.996798,8928,1.2650668621063232
1605882401.514169,8935,0.4606866240501404
1605882431.210727,8993,0.30913403630256653
1605882434.203218,8999,0.2684094309806824
1605882462.430814,9055,0.17979927361011505
1605882565.891893,9260,0.9220572710037231
1605882594.176966,9316,0.30852529406547546
1605882610.122265,9348,0.3692083954811096
1605882654.024486,9435,0.21569012105464935
1605882670.523924,9468,0.30206188559532166
1605882710.094541,9547,0.17458225786685944
1605882713.575959,9554,0.3976636528968811
1605882720.204058,9567,0.44409409165382385
1605882750.127067,9627,1.165719747543335
1605882765.124279,9657,0.0380978062748909
1605882776.779112,9680,0.24703629314899445
1605882785.651171,9698,0.8164331912994385
1605882857.794509,9843,0.5335904359817505
1605882889.507203,9907,0.18053385615348816
1605882964.820405,10058,0.04953896999359131
1605882977.748142,10084,0.02999948337674141
1605883073.126738,10276,0.380957692861557
1605883076.695099,10283,0.1429389864206314
1605883132.869312,10396,1.2070391178131104
1605883134.369065,10399,1.0272693634033203
1605883144.753961,10420,0.3750324547290802
